,IRN,ORGANIZATION NAME,SCHOOL TYPE,GRADE SPAN,ORGANIZATION TYPE,ORGANIZATION CATEGORY,STATUS,DESIGNATED COUNTY,WEB URL,ORG EMAIL ADDRESS,Address,ORG PHONE,ORG FAX,SUPERINTENDENT,SUPERINTENDENT EMAIL,SUPERINTENDENT PHONE,TREASURER,TREASURER EMAIL,TREASURER PHONE,PRINCIPAL,PRINCIPAL EMAIL,PRINCIPAL PHONE,PARENT IRN,PARENT ORGANIZATION NAME,Latitude,Longitude
83,"=""001370""",Avon High School,High School,"=""9-12""",Public School,School,Open,Lorain,,,"37545 Detroit Rd, Avon, Ohio, 44011",(440) 934-6171,,,,,,,,Kristina Dobos Buller,bullerk@avonlocalschools.org,(440) 934-6171,"=""048116""",Avon Local,41.444481,-82.03663399999999
84,"=""001388""",Avon Lake High School,High School,"=""9-12""",Public School,School,Open,Lorain,,,"175 Avon Belden Rd, Avon Lake, Ohio, 44012",(440) 933-6290,(440) 933-6711,,,,,,,Melissa Isaly-johns,melissa.isalyjohns@avonlakecityschools.org,(440) 759-6886,"=""048124""",Avon Lake City,41.5082601,-82.0163606
85,"=""001396""",Avondale Elementary School,Elementary School,"K-5,P",Public School,School,Open,Franklin,,,"141 Hawkes Ave, Columbus, Ohio, 43222",(614) 365-6511,,,,,,,,April Knight,aknight@columbus.k12.oh.us,(614) 216--913,"=""043802""",Columbus City School District,39.9562113,-83.0255549
86,"=""001404""",Avondale Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Stark,,moffj@plainlocal.org,"3933 Eaton Rd NW, Canton, Ohio, 44708",(330) 491-3720,(330) 491-3721,,,,,,,Jennifer Moff,jmoff@akron.k12.oh.us,(330) 620-1709,"=""049932""",Plain Local,40.8314881,-81.4195058
87,"=""001412""",Ayersville Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Defiance,http://www.ayersville.org,,"28046 Watson Rd, Defiance, Ohio, 43512",(419) 395-1111,(419) 395-9990,,,,,,,Beth Hench,bhench@ayersvillepilots.org,,"=""046706""",Ayersville Local ,41.2374156,-84.2843468
88,"=""001420""",Ayersville High School,High School,"=""9-12""",Public School,School,Open,Defiance,http://www.ayersville.org,jkuhlman@ayersvilleschools.org,"28046 Watson Rd, Defiance, Ohio, 43512",(419) 395-1111,(419) 395-2566,,,,,,,Jeremy Kuhlman,jkuhlman@ayersvillepilots.org,(419) 395-1111,"=""046706""",Ayersville Local ,41.2374156,-84.2843468
89,"=""001438""",Babeck Early Childhood School,Elementary School,"K-1,P",Public School,School,Open,Butler,http://www.edgewoodschools.com,,"100 Maple Ave, Trenton, Ohio, 45067",(513) 988-0111,(513) 988-5561,,,,,,,Jeffrey Banks,jeffrey.banks@edgewoodschools.net,(513) 988-0111,"=""046094""",Edgewood City,39.4734756,-84.4577341
90,"=""001446""",Badger High School,High School,"=""9-12""",Public School,School,Open,Trumbull,,,"7119 State Route 7, Kinsman, Ohio, 44428",(330) 876-2820,(330) 876-2821,,,,,,,Steven Kochemba,steven.kochemba@badgerbraves.org,(330) 876-2810,"=""050179""",Joseph Badger Local,41.4137132,-80.5794299
91,"=""001453""",Paint Valley Middle School,Middle School,"=""6-8""",Public School,School,Open,Ross,,hbowles@mail.gsn.k12.oh.us,"7454 Us Highway 50 W, Bainbridge, Ohio, 45612",(740) 634-3454,(740) 634-3459,,,,,,,Lewis Ewry,lewis.ewry@pvlsd.org,(740) 703-4664,"=""049510""",Paint Valley Local,39.2440211,-83.21576900000001
92,"=""001461""",Baker Elementary School,Elementary School,"=""3-6""",Public School,School,Open,Trumbull,,,"4095 Sheridan Dr, Vienna, Ohio, 44473",(330) 539-5042,,,,,,,,Michael King,michael.king@mathewslocal.org,(330) 637-3500,"=""050153""",Mathews Local,41.223431,-80.67173
93,"=""001537""",Barber Community Learning Center,Elementary School,"=""K-6""",Public School,School,Open,Summit,www.akronschools.com,,"665 Garry Rd, Akron, Ohio, 44305",(330) 761-7911,(330) 784-0451,,,,,,,Ranea Williams,rwilliams@columbus.k12.oh.us,(614) 598-1811,"=""043489""",Akron City,41.0827049,-81.474734
94,"=""001545""",Barberton High School,High School,"=""9-12""",Public School,School,Open,Summit,,,"555 Barber Rd, Barberton, Ohio, 44203",(330) 753-1084,(330) 848-5517,,,,,,,Henry Muren,hmuren@barbertonschools.org,(330) 706-0942,"=""043539""",Barberton City,41.0261589,-81.60749009999999
95,"=""001578""",Warren Middle School,Middle School,"=""5-8""",Public School,School,Open,Washington,,,"70 Warrior Dr, Vincent, Ohio, 45784",(740) 678-2395,(740) 678-0118,,,,,,,Brent Taylor,brent.taylor@warrenlocal.org,(740) 851-7233,"=""050500""",Warren Local,39.3989962,-81.6649008
96,"=""001594""",Barnesville Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Belmont,,clinton.abbott@omeresa.net,"210 W Church St, Barnesville, Ohio, 43713",(740) 425-3639,(740) 425-1136,,,,,,,Clinton Abbott,clinton.abbott@bevsd.org,(740) 359-7456,"=""045203""",Barnesville Exempted Village,39.9887071,-81.1786256
97,"=""001602""",Barnesville High School,High School,"=""9-12""",Public School,School,Open,Belmont,,ron.clark@bevsd.org,"910 Shamrock Dr, Barnesville, Ohio, 43713",(740) 425-3617,(740) 425-9254,,,,,,,Ronald Clark,ron.clark@bevsd.org,(740) 425-3616,"=""045203""",Barnesville Exempted Village,39.98684340000001,-81.1571965
98,"=""001628""",Brookside Intermediate School,Elementary School,"=""3-6""",Public School,School,Open,Lorain,,,"1812 Harris Rd, Sheffield Village, Ohio, 44054",(440) 949-4233,(440) 949-4204,,,,,,,Daniel Rahm,drahm@sheffieldschools.org,(440) 949-4226,"=""044768""",Sheffield-Sheffield Lake City,41.467061,-82.09642199999999
99,"=""001644""",Barrington Road Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,alevans@uaschools.org,"1780 Barrington Rd, Upper Arlington, Ohio, 43221",(614) 487-5180,(614) 487-5189,,,,,,,CARLA WILSON,cwilson@uaschools.org,(614) 487-5180,"=""044933""",Upper Arlington City,40.000141,-83.05656599999999
100,"=""001669""",Bascom Elementary School,Elementary School,"=""K-2""",Public School,School,Open,Trumbull,,margaret.kowach@labrae.school,"1015 N Leavitt Rd, Leavittsburg, Ohio, 44430",(330) 898-3041,(330) 898-6112,,,,,,,Margaret Kowach,Margaret.Kowach@labrae.school,,"=""050245""",LaBrae Local,41.254383,-80.874059
101,"=""001677""",Westlake Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Cuyahoga,,,"27555 Center Ridge Rd, Westlake, Ohio, 44145",(440) 250-1200,(440) 250-1202,,,,,,,Elizabeth Dagostino,dagostino@wlake.org,(440) 835-6332,"=""045062""",Westlake City,41.4476223,-81.92680539999999
102,"=""001685""",Bataan Memorial Primary School,Elementary School,"=""K-2""",Public School,School,Open,Ottawa,,,"575 W 6th St, Port Clinton, Ohio, 43452",(419) 734-2815,(419) 734-2682,,,,,,,Kendra Van Doren,kvandoren@pccsd-k12.net,(419) 734-2815,"=""044651""",Port Clinton City,41.506259,-82.9508075
103,"=""001693""",Batavia Elementary School,Elementary School,"K-5,P",Public School,School,Open,Clermont,,,"3 Bulldog Pl, Batavia, Ohio, 45103",(513) 732-0780,(513) 732-1863,,,,,,,Renee Filiater,munro_r@bataviaschools.org,(513) 732-0780,"=""046300""",Batavia Local,39.0754517,-84.12494939999999
104,"=""001701""",Batavia High School,High School,"=""9-12""",Public School,School,Open,Clermont,,,"1 Bull Dog Pl, Batavia, Ohio, 45103",(513) 732-2341,(513) 732-3221,,,,,,,Timothy Derickson,Derickson_t@bataviaschools.org,(513) 315-4281,"=""046300""",Batavia Local,39.0732811,-84.1290199
105,"=""001735""",Bath Elementary School,Elementary School,"=""4-5""",Public School,School,Open,Summit,,dfry@revereschools.org,"1246 N Cleveland Massillon Rd, Akron, Ohio, 44333",(330) 523-3802,(330) 666-3058,,,,,,,Daniel Fry,dfry@revereschools.org,(330) 523-3801,"=""050054""",Revere Local,41.169929,-81.63835999999999
106,"=""001743""",Bath Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Allen,,,"2450 Bible Rd, Lima, Ohio, 45801",(419) 221-1837,(419) 221-3937,,,,,,,Christopher Renner,rennerc@bathwildcats.org,(419) 221-1837,"=""045765""",Bath Local,40.7744989,-84.0595041
107,"=""001750""",Bath High School,High School,"=""9-12""",Public School,School,Open,Allen,,,"2850 Bible Rd, Lima, Ohio, 45801",(419) 221-0366,(419) 221-0766,,,,,,,BRIAN JESKO,jeskob@bathwildcats.org,,"=""045765""",Bath Local,40.77300959999999,-84.0522585
108,"=""001768""",Bath Middle School,Middle School,"=""6-8""",Public School,School,Open,Allen,,,"2700 Bible Rd, Lima, Ohio, 45801",(419) 221-1839,(419) 221-2431,,,,,,,Bradley Clark,clarkb@bathwildcats.org,(419) 221-1839,"=""045765""",Bath Local,40.7735443,-84.05498329999999
109,"=""001776""",Bauer Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Montgomery,,tsundermann@miamisburg.k12.oh.us,"701 N. Springboro Pike, Dayton, Ohio, 45449",(937) 434-9191,(937) 434-8879,,,,,,,Tamra Sundermann,tsundermann@miamisburg.k12.oh.us,(937) 434-9191,"=""044396""",Miamisburg City,39.6512427,-84.2257497
110,"=""001792""",Bay High School,High School,"=""9-12""",Public School,School,Open,Cuyahoga,,,"29230 Wolf Rd, Bay Village, Ohio, 44140",(440) 617-7400,(440) 614-7401,,,,,,,Jason Martin,Jason.Martin@bayschoolsohio.org,(440) 617-7402,"=""043547""",Bay Village City,41.48693,-81.94339599999999
111,"=""001800""",Bay Middle School,Middle School,"=""5-8""",Public School,School,Open,Cuyahoga,,,"27725 Wolf Rd, Bay Village, Ohio, 44140",(440) 617-7600,(440) 617-7601,,,,,,,Aaron Ereditario,aaron.ereditario@bayschoolsohio.org,(440) 240-3890,"=""043547""",Bay Village City,41.484162,-81.92661100000001
112,"=""001818""",Lakeview Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Trumbull,,,"2755 Bazetta Rd NE, Warren, Ohio, 44481",(330) 638-2145,(330) 637-6727,,,,,,,Scott Taylor,scott.c.taylor@neomin.org,(330) 638-2145,"=""050187""",Lakeview Local,41.2927766,-80.7797178
113,"=""001842""",Beachwood High School,High School,"=""9-12""",Public School,School,Open,Cuyahoga,,,"25100 Fairmount Blvd, Beachwood, Ohio, 44122",(216) 831-2080,(216) 292-4169,,,,,,,Tony Srithai,tsrithai@beachwoodschools.org,(216) 906-3506,"=""043554""",Beachwood City,41.4832969,-81.5011991
114,"=""001859""",Beacon Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,matthew_sparks@hboe.org,"3600 Lacon Rd, Hilliard, Ohio, 43026",(614) 921-5200,(614) 921-5201,,,,,,,Matthew Sparks,Matthew_Sparks@hboe.org,(614) 529-7424,"=""047019""",Hilliard City,40.0259414,-83.1332359
115,"=""001875""",Beallsville Elementary School,Elementary School,"K-6,P",Public School,School,Open,Monroe,,darren.cook@omeresa.net,"43824 SR 556, Beallsville, Ohio, 43716",(740) 926-1435,,,,,,,,Casey Tolzda,casey.tolzda@omeresa.net,(740) 213-1043,"=""048652""",Switzerland of Ohio Local,39.8469221,-81.0239466
116,"=""001883""",Beallsville High School,High School,"7-12,PS",Public School,School,Open,Monroe,,casey.tolzda@omeresa.net,"52682 Ohio Ave, Beallsville, Ohio, 43716",(740) 926-1302,(740) 926-1394,,,,,,,,,,"=""048652""",Switzerland of Ohio Local,39.8476907,-81.04085649999999
117,"=""001891""",Bear Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Montgomery,,sruppert@miamisburg.k12.oh.us,"545 School St, Miamisburg, Ohio, 45342",(937) 866-4691,(937) 866-4065,,,,,,,Shannon Ruppert,sruppert@miamisburg.k12.oh.us,(937) 866-4691,"=""044396""",Miamisburg City,39.634013,-84.30273
118,"=""001917""",Beatty Park Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Franklin,,,"519 Trevitt St, Columbus, Ohio, 43203",(614) 365-6074,,,,,,,,Jessica Waddell,jwaddell7272@columbus.k12.oh.us,(614) 271-5381,"=""043802""",Columbus City School District,39.9763356,-82.9714937
119,"=""001925""",Columbus Spanish Immersion K-6 School,Elementary School,"=""K-6""",Public School,School,Open,Franklin,,,"3940 Karl Rd, Columbus, Ohio, 43224",(614) 365-8129,,,,,,,,Kathryn Myers,kmyers@columbus.k12.oh.us,(614) 365-8129,"=""043802""",Columbus City School District,40.0474781,-82.97510539999999
120,"=""001933""",Beaver Local Middle School,Middle School,"=""5-8""",Public School,School,Open,Columbiana,,jake.walgate@beaverlocal.org,"46088 Bell School Rd, East Liverpool, Ohio, 43920",(330) 386-8700,(330) 386-8720,,,,,,,Jacob Walgate,jake.walgate@beaverlocal.org,(330) 843-0455,"=""046425""",Beaver Local,40.7106482,-80.6303345
121,"=""001958""",Beaver Local High School,High School,"=""9-12""",Public School,School,Open,Columbiana,,jim.riccaro@beaverlocal.org,"46088 Bell School Rd, East Liverpool, Ohio, 43920",(330) 386-8700,(330) 386-8720,,,,,,,James Riccardo,Jim.riccardo@beaverlocal.org,(330) 507-0331,"=""046425""",Beaver Local,40.7106482,-80.6303345
122,"=""001966""",Beavercreek High School,High School,"=""9-12""",Public School,School,Open,Greene,,,"2660 Dayton Xenia Rd, Beavercreek, Ohio, 45434",(937) 429-7547,(937) 429-7546,,,,,,,George Caras,geoprge.caras@beavercreek.k12.oh.us,(937) 458-2483,"=""047241""",Beavercreek City,39.7217118,-84.0332145
123,"=""001982""",Beavertown Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Montgomery,,mike.kozarec@ketteringschools.org,"2700 Wilmington Pike, Kettering, Ohio, 45419",(937) 499-1740,(937) 499-1779,,,,,,,Michael Kozarec,mike.kozarec@ketteringschools.org,(937) 499-1740,"=""044180""",Kettering City School District,39.7073646,-84.14144999999999
124,"=""002022""",Bedford High School,High School,"=""9-12""",Public School,School,Open,Cuyahoga,,,"481 Northfield Rd, Bedford, Ohio, 44146",(440) 786-3522,(440) 439-4627,,,,,,,Samuel Vawters,svawters@bedford.k12.oh.us,(440) 786-3521,"=""043562""",Bedford City,41.403548,-81.526911
125,"=""002048""",Beechwood Elementary School,Elementary School,"=""2-5""",Public School,School,Open,Franklin,,,"455 Beechwood Rd, Whitehall, Ohio, 43213",(614) 417-5300,(614) 417-5304,,,,,,,Ashley Gates,gatesa@wcsrams.org,(540) 462-7210,"=""045070""",Whitehall City,39.965955,-82.894712
126,"=""002055""",Winton Woods Primary North,Elementary School,"K-2,P",Public School,School,Open,Hamilton,,jones.kevin@wintonwoods.org,"73 Junefield Ave, Cincinnati, Ohio, 45218",(513) 619-2390,,,,,,,,Kevin Jones,jones.kevin@wintonwoods.org,(513) 619-2392,"=""044081""",Winton Woods City,39.2701822,-84.510667
127,"=""002097""",Belden Elementary School,Elementary School,"=""3-5""",Public School,School,Open,Stark,,,"2115 Georgetown Rd NE, Canton, Ohio, 44704",(330) 453-6902,,,,,,,,Angela Seders,seders_a@ccsdistrict.org,(330) 338-5291,"=""043711""",Canton City,40.7972156,-81.34828929999999
128,"=""002139""",Bellaire High School,High School,"=""9-12""",Public School,School,Open,Belmont,,,"349 35th St, Bellaire, Ohio, 43906",(740) 676-3652,(740) 671-6004,,,,,,,PETER MCAFEE,dmcafee@bellairesd.org,(740) 359-7952,"=""043570""",Bellaire Local,40.0175061,-80.7421419
129,"=""002147""",Bellbrook Middle School,Middle School,"=""6-8""",Public School,School,Open,Greene,http://www.sugarcreek.k12.oh.us,,"3600 Feedwire Rd, Bellbrook, Ohio, 45305",(937) 848-2141,(937) 848-2152,,,,,,,Jenness Sigman,jenness.sigman@bss.k12.oh.us,(937) 848-2141,"=""047274""",Bellbrook-Sugarcreek Local,39.6610788,-84.0718613
130,"=""002154""",Bellbrook High School,High School,"=""9-12""",Public School,School,Open,Greene,http://www.sugarcreek.k12.oh.us,,"3737 Upper Bellbrook Rd, Bellbrook, Ohio, 45305",(937) 848-3737,(937) 848-5016,,,,,,,Christopher Baker,chris.baker@bss.k12.oh.us,(937) 848-3737,"=""047274""",Bellbrook-Sugarcreek Local,39.652728,-84.0677985
131,"=""002170""",Benjamin Logan Elementary School,Elementary School,"=""K-4""",Public School,School,Open,Logan,www.benjaminlogan.org,bodinc@benjaminlogan.org,"4560 County Road 26, Bellefontaine, Ohio, 43311",(937) 592-4838,(937) 599-4063,,,,,,,Colleen Bodin,bodinc@benjaminlogan.org,(937) 592-4838,"=""048074""",Benjamin Logan Local,40.4100017,-83.6531938
132,"=""002196""",Belle Haven Elementary School,Elementary School,"K-6,P",Public School,School,Open,Montgomery,,,"4401 Free Pike, Dayton, Ohio, 45416",(937) 542-4220,(937) 542-4221,,,,,,,Joy Stokes,jstokes@daytonpublic.com,(937) 554-5519,"=""043844""",Dayton City,39.7991706,-84.2628764
133,"=""002220""",Bellefontaine High School,High School,"=""9-12""",Public School,School,Open,Logan,,,"555 E Lake Ave, Bellefontaine, Ohio, 43311",(937) 593-0545,(937) 593-0575,,,,,,,Pamela Noeth,noeth@bcs-k2.org,(614) 638-1967,"=""043588""",Bellefontaine City ,40.3482931,-83.7535323
134,"=""002246""",Bellevue High School,High School,"9-12,SN",Public School,School,Open,Sandusky,,,"200 Oakland Ave, Bellevue, Ohio, 44811",(419) 484-5070,(419) 483-7157,,,,,,,Nathan Artino,Nate.Artino@BellevueSchools.org,(419) 217-5295,"=""043596""",Bellevue City,41.2816479,-82.8433632
135,"=""002253""",Bellevue Middle School,Middle School,"=""6-8""",Public School,School,Open,Huron,,,"1035 Castalia St, Bellevue, Ohio, 44811",(419) 484-5060,,,,,,,,John Bollinger,john.bollinger@bellevueschools.org,(419) 484-5066,"=""043596""",Bellevue City,41.2856306,-82.8383978
136,"=""002279""",Bellville Elementary School,Elementary School,"=""K-5""",Public School,School,Open,Richland,,swanks@clearfork.k12.oh.us,"195 School St, Bellville, Ohio, 44813",(419) 886-3244,(419) 886-3851,,,,,,,Kirsten DeVito,kaddevito@icloud.com,(419) 651-7335,"=""049411""",Clear Fork Valley Local,40.618115,-82.50822199999999
137,"=""002303""",Belmont High School,High School,"=""7-12""",Public School,School,Open,Montgomery,,,"2615 Wayne Ave, Dayton, Ohio, 45420",(937) 542-6460,(937) 542-6461,,,,,,,Donetrus Hill,dghill@daytonpublic.com,(832) 508-8752,"=""043844""",Dayton City,39.7382414,-84.1561893
138,"=""002311""",Damascus Elementary,Elementary School,"=""K-4""",Public School,School,Open,Mahoning,,,"14405 Pricetown Road, Salem, Ohio, 44460",(330) 938-4500,(330) 938-4501,,,,,,,Frederick Schlueter,fritz.schlueter@wbwarriors.org,(330) 938-4500,"=""048389""",West Branch Local,40.9094662,-80.9549773
139,"=""002337""",Belpre High School,High School,"=""7-12""",Public School,School,Open,Washington,,,"300 Stone Rd, Belpre, Ohio, 45714",(740) 423-3000,(740) 423-3003,,,,,,,Dennis Eichinger,bc_deichinger@belpre.k12.oh.us,(740) 591-2759,"=""043604""",Belpre City,39.2750849,-81.5771012
140,"=""002352""",Gearity Professional Development School,Elementary School,"=""K-5""",Public School,School,Open,Cuyahoga,,K_Hicks@chuh.org,"2323 Wrenford Rd, University Hts, Ohio, 44118",(216) 371-6515,,,,,,,,Katrina Hicks,K_hicks@chuh.org,(330) 908-1367,"=""043794""",Cleveland Heights-University Heights City,41.4956469,-81.5259566
141,"=""002378""",Benjamin Franklin ,Elementary School,"P,K-8",Public School,School,Open,Cuyahoga,,,"1905 Spring Rd, Cleveland, Ohio, 44109",(216) 838-3150,,,,,,,,Rachel Snider,rachel.snider@clevelandmetroschools.org,(440) 862-8357,"=""043786""",Cleveland Municipal,41.4344395,-81.6938772
142,"=""002436""",Berkshire High School,High School,"=""7-12""",Public School,School,Open,Geauga,,,", Burton, Ohio, 44021",(440) 834-4110,(440) 834-0440,,,,,,,Michael King,michael.king@berkshireschools.org,(330) 730-1781,"=""047167""",Berkshire Local,41.47060889999999,-81.1450995
143,"=""002444""",Western Reserve Middle School,Middle School,"=""6-8""",Public School,School,Open,Mahoning,http://www.westernreserve.k12.oh.us,,"13850 W Akron Canfield Rd, Berlin Center, Ohio, 44401",(330) 547-4100,,,,,,,,Deborah Farelli,dfarelli@wrls.k12.oh.us,(330) 547-3941,"=""048397""",Western Reserve Local,41.0254832,-80.91306209999999
144,"=""002451""",Berlin Elementary School,Elementary School,"=""K-6""",Public School,School,Open,Holmes,,darren.blochlinger@eastholmes.org,"4978 W Main St, Berlin, Ohio, 44610",(330) 893-2817,(330) 893-3503,,,,,,,Darren Blochlinger,darren.blochlinger44@gmail.com,(330) 893-2817,"=""047688""",East Holmes Local ,40.5611806,-81.8013412
145,"=""002485""",Edison Middle School (formerly Berlin-Milan Middle School),Middle School,"=""4-8""",Public School,School,Open,Erie,,cosmith@edisonchargers.org,"20 Center St, Berlin Heights, Ohio, 44814",(419) 588-2078,(419) 588-3212,,,,,,,Cory Smith,cosmith@edisonchargers.org,(419) 366-2505,"=""046789""",Edison Local (formerly Berlin-Milan),41.3238657,-82.4913444
146,"=""002493""",Berne Union Elementary School,Elementary School,"K-6,P",Public School,School,Open,Fairfield,,,"506 N Main St, Sugar Grove, Ohio, 43155",(740) 746-9668,(740) 746-9824,,,,,,,Steven Templin,templins@buschools.com,(740) 746-9668,"=""046854""",Berne Union Local,39.629482,-82.54597799999999
147,"=""002501""",Berne Union High School,High School,"=""7-12""",Public School,School,Open,Fairfield,,,"506 N Main St, Sugar Grove, Ohio, 43155",(740) 746-9956,(740) 746-9824,,,,,,,Robert Starr,bob_starr@berne-union.k12.oh.us,(614) 836-0034,"=""046854""",Berne Union Local,39.629482,-82.54597799999999
