Sponsor IRN,Sponsor,School IRN,School,Telephone,Address,Public District Location IRN,Public District Location,County,First Year of Operation,Grade Levels Served,ConvOrStartup,PhysOrVirtual,School Type 3,Percent Minority,Percent Economically Disadvantaged,Percent Students with Disabilities,Percent Limited English Proficient,Attendance Rate,Overall Grade 2018,Overall Value-Added Grade 2018,Gifted Value-Added Grade 2018,Students with Disabilities Value-Added Grade 2018,Lowest 20% Value-Added Grade 2018,Highly Mobile Value-Added Grade 2018,Graduation Component Grade 2018,Five Year Graduation Rate Grade 2018,Gap Closing Component Grade 2018,Success Component Grade 2018,K3 Literacy Grade 2018,Overall Value-Added Grade 2017,Gifted Value-Added Grade 2017,Students with Disabilities Value-Added Grade 2017,Lowest 20% Value-Added Grade 2017,Highly Mobile Value-Added Grade 2017,Graduation Component Grade 2017,Five Year Graduation Rate Grade 2017,Gap Closing Component Grade 2017,Success Component Grade 2017,K3 Literacy Grade 2017,Overall Value-Added Grade 2016,Gifted Value-Added Grade 2016,Students with Disabilities Value-Added Grade 2016,Lowest 20% Value-Added Grade 2016,Highly Mobile Value-Added Grade 2016,Graduation Component Grade 2016,Five Year Graduation Rate Grade 2016,Gap Closing Component Grade 2016,Success Component Grade 2016,K3 Literacy Grade 2016,Overall Value-Added Grade 2015,Gifted Value-Added Grade 2015,Students with Disabilities Value-Added Grade 2015,Lowest 20% Value-Added Grade 2015,Highly Mobile Value-Added Grade 2015,Five Year Graduation Rate Grade 2015,K3 Literacy Grade 2015,Overall Value-Added Grade 2014,Gifted Value-Added Grade 2014,Students with Disabilities Value-Added Grade 2014,Lowest 20% Value-Added Grade 2014,Five Year Graduation Rate Grade 2014,Overall Value-Added Grade 2013,Gifted Value-Added Grade 2013,Students with Disabilities Value-Added Grade 2013,Lowest 20% Value-Added Grade 2013,Five Year Graduation Rate Grade 2013,Latitude,Longitude,isClosed
083246,St Aloysius Orphanage,143131,Mound Street Health Careers Academy,,,43844,Dayton City,Montgomery,FY03,"#N/A",Startup,Site,Dropout Prevention and Recovery,0.83518553,0.858701372,0.277812657,--,0.642904019,Meets Standards,17.6,Meets Standards,15.4,Meets Standards,13.2,Does Not Meet Standards,Meets Standards,27.4,18.1,Exceeds Standards,Meets Standards,8.1,Does Not Meet Standards,7.9,Does Not Meet Standards,10.8,25.8,Meets Standards,Meets Standards,17.4,NR,Does Not Meet Standards,5.4,Does Not Meet Standards,10.8,Meets Standards,Meets Standards,22.8,32.2,Meets Standards,0.3,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,5,22.6,Meets Standards,32.2,Meets Standards,29.5,24.1,NR,Meets Standards,15.4,Meets Standards,Meets Standards,0,0,Yes
047779,Jefferson County ESC,014830,Utica Shale Academy of Ohio,(330) 4205353,"38095 State Route 39, Salineville, OH 43945",46441,Southern Local,Columbiana,FY15,9-12,Conversion,Site,Dropout Prevention and Recovery,--,0.64191861,0.260284247,--,0.806261656,Does Not Meet Standards,75,Exceeds Standards,76.9,Not Rated,NR,Not Rated,Not Rated,NR,76,Not Rated,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.6364969,-80.7821136,No
043786,Cleveland Municipal,015722,Village Preparatory School Willard,(216) 5863892,"9401 Willard Ave, Cleveland, OH 44102",43786,Cleveland Municipal,Cuyahoga,FY17,K-8,Startup,Site,General Education,0.898609052,1,0.100521609,0.104578531,0.927997948,B,A,NR,NR,A,NR,NR,NR,A,NR,B,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.4711522,-81.7479911,No
083246,St Aloysius Orphanage,133785,Life Skills Ctr Of Cincinnati,(513) 4750222,"2612 Gilbert Ave, Cincinnati, OH 45206",43752,Cincinnati City,Hamilton,FY00,9-12,Startup,Site,Dropout Prevention and Recovery,0.940431405,1,0.240448104,--,0.414710771,Does Not Meet Standards,12.4,Meets Standards,17,Meets Standards,19.1,Does Not Meet Standards,Meets Standards,12.6,14,Does Not Meet Standards,Meets Standards,16,Meets Standards,13.7,Does Not Meet Standards,9.4,11.9,Does Not Meet Standards,Does Not Meet Standards,11.2,56.3,Does Not Meet Standards,4,Does Not Meet Standards,6.3,Does Not Meet Standards,Does Not Meet Standards,6.5,12.9,Does Not Meet Standards,0.2,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,3.7,6,Does Not Meet Standards,10,Does Not Meet Standards,7.1,7.1,30.8,Does Not Meet Standards,5.1,Does Not Meet Standards,Does Not Meet Standards,39.1279024,-84.4887099,No
016998,Ohio Council of Community Schools,142901,Stark College and Career High School,(234) 2144140,"1379 Garfield Ave SW Ste B, Canton, OH 44706",43711,Canton City,Stark,FY02,K-12,Startup,Site,Dropout Prevention and Recovery,0.447132173,0.967862223,0.22584761,--,0.420365024,Does Not Meet Standards,1.7,Meets Standards,24.6,Does Not Meet Standards,11.7,Meets Standards,Meets Standards,22.1,15.5,Does Not Meet Standards,Meets Standards,24.1,Does Not Meet Standards,7.8,Meets Standards,12.7,22.1,Meets Standards,Meets Standards,16.2,NR,Does Not Meet Standards,4.3,Does Not Meet Standards,11.3,Meets Standards,Meets Standards,15.1,14.6,Meets Standards,0,Does Not Meet Standards,Does Not Meet Standards,Does Not Meet Standards,30,6.3,15.8,Meets Standards,14.6,Does Not Meet Standards,8.8,11.5,--,--,--,--,--,40.7853842,-81.3936382,No
044354,Massillon City,149427,"Massillon Digital Academy, Inc",,,44354,Massillon City,Stark,FY04,"#N/A",Conversion,Virtual,Dropout Prevention and Recovery,--,0.672891476,0.296232142,--,1,Exceeds Standards,61.9,Exceeds Standards,50,Exceeds Standards,42.4,Exceeds Standards,Meets Standards,38.1,47.2,Not Rated,Exceeds Standards,52,Exceeds Standards,42.4,Exceeds Standards,51.4,38.1,Exceeds Standards,Exceeds Standards,44.3,70.6,Meets Standards,33.3,Exceeds Standards,51.4,Meets Standards,Exceeds Standards,40,47.4,Exceeds Standards,0,Exceeds Standards,Meets Standards,Exceeds Standards,78.6,50,33.3,Exceeds Standards,47.4,Does Not Meet Standards,10,37.4,73.3,Meets Standards,29.3,Exceeds Standards,Exceeds Standards,0,0,Yes
044396,Miamisburg City,000360,Miamisburg Secondary Academy,,,44396,Miamisburg City,Montgomery,FY06,"#N/A",Conversion,Site,Dropout Prevention and Recovery,--,0.565227457,--,--,0.820714522,Does Not Meet Standards,45.1,Exceeds Standards,55.3,Exceeds Standards,51.1,Exceeds Standards,Exceeds Standards,84.4,64.5,Does Not Meet Standards,Exceeds Standards,56.8,Exceeds Standards,48.9,Exceeds Standards,77.4,84.4,Exceeds Standards,Exceeds Standards,72,84.6,Exceeds Standards,47.7,Exceeds Standards,76.9,Exceeds Standards,Exceeds Standards,80.6,78.3,Exceeds Standards,0,Meets Standards,Does Not Meet Standards,Exceeds Standards,86.7,67.9,81.3,Exceeds Standards,78.3,Meets Standards,22.2,70.2,68.8,Exceeds Standards,74.6,Exceeds Standards,Exceeds Standards,0,0,Yes
016998,Ohio Council of Community Schools,012105,Southside Academy,(330) 7745562,"1400 Oak Hill Ave, Youngstown, OH 44507",45161,Youngstown City,Mahoning,FY11,K-12,Startup,Site,General Education,0.996699262,0.991913186,0.236786737,--,0.850165088,D,C,NR,B,C,NR,NR,NR,D,NR,D,A,NR,A,A,NR,NR,NR,F,NR,D,A,NR,B,A,A,NR,NR,F,NR,F,D,NR,C,C,NR,NR,D,C,NR,F,F,NR,D,NR,F,F,NR,41.0865887,-80.660133,No
016998,Ohio Council of Community Schools,007995,Cleveland Arts and Social Sciences Academy,(216) 2293000,"10701 Shaker Blvd, Cleveland, OH 44104",43786,Cleveland Municipal,Cuyahoga,FY06,K-12,Startup,Site,General Education,0.996378757,1,0.058252862,--,0.910515925,D,F,NR,NR,F,NR,NR,NR,F,NR,C,A,NR,C,F,NR,NR,NR,F,NR,B,A,NR,B,D,NR,NR,NR,D,NR,A,F,NR,C,D,NR,NR,C,A,NR,NR,A,NR,A,NR,NR,A,NR,41.484213,-81.6111349,No
016998,Ohio Council of Community Schools,009164,Central Academy of Ohio,(419) 2059800,"2727 Kenwood Blvd, Toledo, OH 43606",44909,Toledo City,Lucas,FY08,K-12,Startup,Site,General Education,0.923222734,0.641975222,0.115342628,--,0.926569533,D,C,NR,NR,C,NR,NR,NR,B,NR,F,C,NR,NR,D,C,NR,NR,F,NR,D,C,NR,NR,C,NR,NR,NR,F,NR,F,F,NR,NR,D,NR,NR,D,B,NR,NR,NR,NR,C,NR,NR,F,NR,41.6698395,-83.6093158,No
012931,Office of School Sponsorship,012558,Global Village Academy,(216) 7675956,"5720 State Rd, Parma, OH 44134",44636,Parma City,Cuyahoga,FY12,K-8,Conversion,Site,General Education,--,0.708040297,--,0.279034404,0.950859872,A,A,NR,NR,NR,NR,NR,NR,A,NR,NR,B,NR,NR,NR,NR,NR,NR,A,NR,NR,D,NR,NR,NR,NR,NR,NR,F,NR,B,A,NR,NR,NR,NR,NR,A,D,NR,NR,NR,NR,C,NR,NR,NR,NR,41.4066227,-81.710998,No
016998,Ohio Council of Community Schools,000525,Canton Harbor High School,(330) 4528414,"1731 Grace Ave NE, Canton, OH 44705",43711,Canton City,Stark,FY05,9-12,Startup,Site,Dropout Prevention and Recovery,0.325956539,0.832218742,0.268969045,--,0.610275635,Meets Standards,34.6,Meets Standards,38,Exceeds Standards,54.9,Meets Standards,Exceeds Standards,46.6,40.9,Meets Standards,Meets Standards,30.6,Exceeds Standards,51,Meets Standards,31.6,46.6,Exceeds Standards,Exceeds Standards,42,50,Exceeds Standards,41.9,Meets Standards,28.1,Exceeds Standards,Exceeds Standards,56.3,38.1,Exceeds Standards,32.4,Meets Standards,Does Not Meet Standards,Meets Standards,50,28.6,44.8,Meets Standards,38.1,Meets Standards,33.3,40.4,68,Exceeds Standards,38.3,Exceeds Standards,Meets Standards,40.816383,-81.3395547,No
007991,Educational Resource Consultants of Ohio,013170,Hope Academy for Autism,(330) 4699501,"1628 Niles Rd SE, Warren, OH 44484",44990,Warren City,Trumbull,FY13,K-12,Startup,Site,Special Education,0.285587635,0.953680034,0.690104838,--,0.863199506,D,NR,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR,NR,F,C,NR,C,C,NR,NR,NR,NR,NR,NR,41.2242013,-80.7997973,No
000862,Buckeye Community Hope Foundation,014061,Chapelside Cleveland Academy,(216) 2836589,"3845 E 131st St, Cleveland, OH 44120",43786,Cleveland Municipal,Cuyahoga,FY14,K-8,Startup,Site,General Education,0.996248814,1,0.177563503,--,0.88879756,D,C,NR,C,C,NR,NR,NR,F,NR,D,D,NR,A,D,NR,NR,NR,F,NR,D,D,NR,B,D,NR,NR,NR,F,NR,F,F,NR,D,F,NR,NR,F,F,NR,D,F,NR,--,--,--,--,--,41.4540418,-81.5907158,No
008303,"Kids Count of Dayton, Inc.",132944,Miami Valley Academies,(937) 2944522,"5656 Springboro Pike, Dayton, OH 45449",45054,West Carrollton City,Montgomery,FY03,K-8,Startup,Site,General Education,0.437692354,1,0.173129653,--,0.857965174,F,C,NR,NR,D,D,NR,NR,F,NR,F,C,NR,NR,C,F,F,NR,F,F,C,A,NR,NR,C,B,F,F,F,F,D,F,NR,NR,D,D,D,F,B,NR,NR,A,F,D,NR,NR,C,F,39.676635,-84.219992,No
083246,St Aloysius Orphanage,133835,Invictus High School,(216) 5397200,"3122 Euclid Ave, Cleveland, OH 44115",43786,Cleveland Municipal,Cuyahoga,FY00,9-12,Startup,Site,Dropout Prevention and Recovery,0.862165436,0.998397587,0.248808393,--,0.373922961,Meets Standards,11.8,Meets Standards,18,Meets Standards,14.1,Meets Standards,Meets Standards,12.3,15,Exceeds Standards,Meets Standards,12.1,Does Not Meet Standards,9.9,Meets Standards,15.7,12.3,Meets Standards,Meets Standards,12.9,64.7,Does Not Meet Standards,3.1,Meets Standards,14.1,Does Not Meet Standards,Meets Standards,14.5,13.2,Does Not Meet Standards,0,Does Not Meet Standards,Does Not Meet Standards,Exceeds Standards,71.4,10.7,7,Does Not Meet Standards,8.8,Does Not Meet Standards,6.4,8.5,25,Does Not Meet Standards,2,Does Not Meet Standards,Does Not Meet Standards,41.5022083,-81.6657904,No
007991,Educational Resource Consultants of Ohio,000527,Cleveland Academy for Scholarship Technology and Leadership,(216) 5835210,"3950 Prospect Ave E, Cleveland, OH 44115",43786,Cleveland Municipal,Cuyahoga,FY05,"9-12,UNG",Startup,Site,Dropout Prevention and Recovery,0.667445334,0.999395866,0.223166459,--,0.587131919,Does Not Meet Standards,23.9,Meets Standards,32.8,Meets Standards,27.4,Exceeds Standards,Exceeds Standards,43.2,34.1,Meets Standards,Meets Standards,26.5,Meets Standards,25.8,Exceeds Standards,41.2,42.5,Meets Standards,Meets Standards,35.3,39.1,Meets Standards,20.7,Exceeds Standards,41.2,Exceeds Standards,Meets Standards,35.2,39.2,Meets Standards,0,Meets Standards,Meets Standards,Not Rated,NR,34.9,39,Meets Standards,38.4,Meets Standards,33.3,35.7,50,Exceeds Standards,31.6,Meets Standards,Meets Standards,41.5019349,-81.6578874,No
046938,ESC of Central Ohio,007999,Charles School at Ohio Dominican University,(614) 2588588; (614) 2621111,"1270 Brentnell Ave, Columbus, OH 43219",43802,Columbus City School District,Franklin,FY08,9-12,Startup,Site,General Education,0.886379231,0.713083968,0.147917638,0.12043378,0.904767459,D,A,NR,C,A,NR,F,D,F,F,NR,A,NR,C,A,NR,F,D,F,F,NR,A,NR,C,A,NR,F,F,F,D,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,D,39.9946752,-82.9488954,No
083246,St Aloysius Orphanage,011390,Bella Academy of Excellence,(216) 4811500,"19114 Bella Dr, Cleveland, OH 44119",43786,Cleveland Municipal,Cuyahoga,FY10,K-6,Startup,Site,General Education,0.98073503,0.999466344,0.103149475,--,0.905331856,D,B,NR,D,C,NR,NR,NR,F,NR,C,A,NR,C,C,NR,NR,NR,F,NR,C,A,NR,C,C,NR,NR,NR,F,NR,F,B,NR,C,C,A,NR,NR,F,NR,B,D,NR,C,NR,NR,C,NR,41.5809345,-81.5449872,No
000862,Buckeye Community Hope Foundation,014063,University Academy,(330) 5357728,"107 S Arlington St, Akron, OH 44306",43489,Akron City,Summit,FY14,K-8,Startup,Site,General Education,0.935694087,1,0.209879471,--,0.863206498,C,A,NR,C,A,C,NR,NR,B,NR,D,A,NR,NR,A,B,NR,NR,F,NR,D,A,NR,NR,A,A,NR,NR,F,NR,D,F,NR,D,F,F,NR,F,C,NR,NR,D,NR,--,--,--,--,--,41.0691684,-81.4899521,No
000862,Buckeye Community Hope Foundation,008278,Noble Academy-Cleveland,(216) 4868866,"1200 E 200th St, Euclid, OH 44117",43950,Euclid City,Cuyahoga,FY07,K-12,Startup,Site,General Education,0.986453394,0.758362425,0.07709842,--,0.95240058,C,C,NR,A,C,NR,NR,NR,B,NR,D,C,NR,B,C,NR,NR,NR,F,NR,C,D,NR,C,D,NR,NR,NR,F,NR,F,A,NR,NR,B,NR,NR,NR,C,NR,NR,D,NR,C,NR,NR,C,NR,41.5768406,-81.5397885,No
000862,Buckeye Community Hope Foundation,013173,Imagine Hill Avenue,(419) 8678167,"6145 Hill Ave, Toledo, OH 43615",44909,Toledo City,Lucas,FY13,K-12,Startup,Site,General Education,0.743690171,1,0.127709757,--,0.936921361,C,F,NR,NR,F,NR,NR,NR,A,NR,D,F,NR,NR,F,NR,NR,NR,F,NR,C,D,NR,NR,F,NR,NR,NR,F,NR,F,F,NR,NR,D,F,NR,C,D,NR,NR,C,NR,NR,NR,NR,NR,NR,41.638204,-83.687051,No
000862,Buckeye Community Hope Foundation,014064,Winton Preparatory Academy,(513) 2764166,"4750 Winton Rd, Cincinnati, OH 45232",43752,Cincinnati City,Hamilton,FY14,K-8,Startup,Site,General Education,0.994602113,1,0.140245714,--,0.8801985,F,F,NR,F,F,C,NR,NR,F,NR,F,F,NR,C,F,NR,NR,NR,F,NR,C,F,NR,NR,F,NR,NR,NR,F,NR,F,B,NR,NR,A,A,NR,F,B,NR,NR,C,NR,--,--,--,--,--,39.176955,-84.517373,No
000862,Buckeye Community Hope Foundation,014065,Lincoln Park Academy,(216) 2637008,"3185 W 41st St, Cleveland, OH 44109",43786,Cleveland Municipal,Cuyahoga,FY14,K-8,Startup,Site,General Education,0.772147971,0.999120041,0.19532203,--,0.868506182,C,A,NR,NR,A,C,NR,NR,F,NR,D,A,NR,A,A,A,NR,NR,F,NR,D,C,NR,B,C,B,NR,NR,F,NR,F,F,NR,F,F,F,NR,F,F,NR,NR,F,NR,--,--,--,--,--,41.467426,-81.7126849,No
016998,Ohio Council of Community Schools,013175,SunBridge Schools,(419) 7255437,"2105 N Mccord Rd, Toledo, OH 43615",44909,Toledo City,Lucas,FY13,K-12,Startup,Site,General Education,0.970265633,0.950491852,0.115881755,--,0.90726036,D,B,NR,C,C,NR,NR,NR,F,NR,F,A,NR,B,B,NR,NR,NR,F,NR,D,C,NR,A,C,NR,NR,NR,F,NR,F,C,NR,NR,C,NR,NR,F,C,NR,NR,C,NR,NR,NR,NR,NR,NR,41.6594084,-83.7030851,No
000862,Buckeye Community Hope Foundation,014066,Main Preparatory Academy,(234) 7381925,"1035 Clay St, Akron, OH 44301",43489,Akron City,Summit,FY14,K-8,Startup,Site,General Education,0.909899514,1,0.162459735,--,0.904518311,D,C,NR,NR,C,NR,NR,NR,F,NR,C,A,NR,NR,NR,NR,NR,NR,F,NR,D,C,NR,NR,A,NR,NR,NR,F,NR,F,NR,NR,NR,NR,NR,NR,NR,D,NR,NR,NR,NR,--,--,--,--,--,41.0535048,-81.5106904,No
012931,Office of School Sponsorship,014067,Ohio Construction Academy,(877) 6446338,"1725 Jetway Blvd, Columbus, OH 43219",43802,Columbus City School District,Franklin,FY14,9-12,Conversion,Site,Dropout Prevention and Recovery,0.736165791,0.971906239,--,--,0.616035541,Does Not Meet Standards,NR,Meets Standards,15.4,Meets Standards,30,Not Rated,Not Rated,NR,18.2,Not Rated,Does Not Meet Standards,0,Meets Standards,20,Not Rated,NR,NR,Not Rated,Does Not Meet Standards,7.7,NR,Does Not Meet Standards,0,Not Rated,NR,Not Rated,Not Rated,NR,NR,Does Not Meet Standards,NR,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,NR,NR,Not Rated,NR,Not Rated,--,NR,NR,Not Rated,NR,Not Rated,Not Rated,40.008502,-82.9178395,No
016998,Ohio Council of Community Schools,133678,Riverside Academy,(513) 9217777,"3280 River Rd, Cincinnati, OH 45204",43752,Cincinnati City,Hamilton,FY00,K-12,Startup,Site,General Education,0.604048882,1,0.167586182,--,0.828724992,D,C,NR,NR,C,F,NR,NR,F,NR,D,A,NR,C,A,A,NR,NR,F,NR,D,A,NR,C,A,A,NR,NR,F,NR,F,F,NR,D,F,F,NR,F,C,NR,C,D,NR,A,NR,C,C,F,39.0863047,-84.5780435,No
048199,ESC of Lake Erie West,143479,Constellation Schools: Puritas Community Elementary,(216) 6880680,"17720 Puritas Ave, Cleveland, OH 44135",43786,Cleveland Municipal,Cuyahoga,FY04,K-4,Startup,Site,General Education,0.669969914,1,0.10277827,0.15303486,0.943856122,C,F,NR,NR,NR,NR,NR,NR,A,NR,D,F,NR,NR,D,NR,NR,NR,B,NR,C,F,NR,NR,D,NR,NR,NR,F,NR,D,F,NR,NR,NR,NR,NR,B,C,NR,NR,C,NR,D,NR,C,C,NR,41.4347608,-81.8212776,No
083246,St Aloysius Orphanage,151209,Life Skills Of Northeast Ohio,(330) 4764144,"4834 Northfield Rd, Cleveland, OH 44128",43786,Cleveland Municipal,Cuyahoga,FY04,"9-12,UNG",Startup,Site,Dropout Prevention and Recovery,0.977757475,1,0.272976335,--,0.480914048,Meets Standards,8.3,Does Not Meet Standards,6.5,Does Not Meet Standards,5.3,Does Not Meet Standards,Does Not Meet Standards,2.5,5.1,Exceeds Standards,Does Not Meet Standards,4.7,Does Not Meet Standards,3.9,Does Not Meet Standards,7,2.5,Does Not Meet Standards,Does Not Meet Standards,5.4,NR,Does Not Meet Standards,2.8,Does Not Meet Standards,3,Does Not Meet Standards,Does Not Meet Standards,7.6,13.4,Does Not Meet Standards,1.2,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,2,1.2,Does Not Meet Standards,11.4,Meets Standards,13.6,8.4,22.2,Does Not Meet Standards,1.3,Does Not Meet Standards,Does Not Meet Standards,41.4284698,-81.5255378,No
007991,Educational Resource Consultants of Ohio,133561,Millennium Community School,(614) 2555585,"3500 Refugee Rd, Columbus, OH 43232",43802,Columbus City School District,Franklin,FY00,K-8,Startup,Site,General Education,1,0.998144844,0.093352192,--,0.91903776,D,B,NR,B,B,NR,NR,NR,F,NR,D,B,NR,B,A,NR,NR,NR,F,NR,D,B,NR,C,C,NR,NR,NR,F,NR,F,F,NR,C,F,NR,NR,F,A,NR,F,C,NR,A,NR,C,C,NR,39.9207063,-82.9065344,No
048199,ESC of Lake Erie West,000417,Buckeye On-Line School for Success,(330) 3851987,"119 E Fifth St, East Liverpool, OH 43920",43919,East Liverpool City,Columbiana,FY05,"K,1-12,PS",Startup,Virtual,General Education,0.171999346,0.386551253,0.254775061,--,0.924197845,F,F,NR,F,D,C,F,F,F,F,NR,F,NR,D,C,C,F,F,F,F,NR,F,NR,D,F,F,F,F,F,F,F,C,NR,C,C,C,F,D,F,NR,D,C,F,F,NR,C,C,F,40.6191746,-80.5787786,No
046938,ESC of Central Ohio,000912,Early College Academy,(614) 2984742,"345 E 5th Ave, Columbus, OH 43201",43802,Columbus City School District,Franklin,FY07,9-12,Startup,Site,Dropout Prevention and Recovery,0.925095832,0.739095896,0.084262885,--,0.416577755,Does Not Meet Standards,10.2,Meets Standards,32.8,Exceeds Standards,44.1,Meets Standards,Meets Standards,34,31,Does Not Meet Standards,Meets Standards,20.4,Meets Standards,35.1,Meets Standards,33.6,33,Meets Standards,Meets Standards,32.6,48.7,Meets Standards,25.5,Meets Standards,30.8,Meets Standards,Meets Standards,38,50.7,Meets Standards,3.3,Meets Standards,Meets Standards,Meets Standards,67.2,18.1,21,Exceeds Standards,44.2,Exceeds Standards,57.9,35.5,58.6,Meets Standards,8.2,Meets Standards,Exceeds Standards,39.9860785,-82.9966032,No
000821,Thomas B. Fordham Foundation,016843,Citizens Leadership Academy East,(216) 3525900,"12523 Woodside Ave, Cleveland, OH 44108",43786,Cleveland Municipal,Cuyahoga,FY18,6-8,Startup,Site,General Education,1,0.917201243,0.189290643,--,0.954037762,B,A,NR,B,A,NR,NR,NR,A,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41.53647,-81.5965785,No
048199,ESC of Lake Erie West,000300,Summit Academy Secondary - Canton,(330) 4538547,"2400 Cleveland Ave NW, Canton, OH 44709",43711,Canton City,Stark,,9-12,Startup,Site,General Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8238173,-81.3831166,No
048199,ESC of Lake Erie West,000301,Summit Academy - Toledo,(419) 2431815,"301 Collingwood Blvd, Toledo, OH 43604",44909,Toledo City,Lucas,,K-12,Startup,Site,General Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6429277,-83.5535298,No
044339,Marion City,011444,Rushmore Academy,,,44339,Marion City,Marion,FY10,"#N/A",Conversion,Site,Dropout Prevention and Recovery,0.101881998,1,0.233768792,--,0.570855265,Meets Standards,41.3,Exceeds Standards,58,Exceeds Standards,67.4,Exceeds Standards,Exceeds Standards,83.3,65.5,Exceeds Standards,Exceeds Standards,41.2,Exceeds Standards,63.8,Exceeds Standards,82.6,83.3,Exceeds Standards,Exceeds Standards,72,57.4,Exceeds Standards,44.1,Exceeds Standards,69.8,Exceeds Standards,Exceeds Standards,89.5,80.2,Exceeds Standards,4.4,Meets Standards,Does Not Meet Standards,Meets Standards,59.2,70.7,78.3,Exceeds Standards,79,Meets Standards,38.5,78.2,88,Exceeds Standards,63.5,Exceeds Standards,Exceeds Standards,0,0,Yes
083246,St Aloysius Orphanage,013226,Life Skills High School of Cleveland,,,43786,Cleveland Municipal,Cuyahoga,FY13,"#N/A",Startup,Site,Dropout Prevention and Recovery,0.950987765,1,0.249058554,--,0.419466976,Meets Standards,4.3,Does Not Meet Standards,5.9,Meets Standards,19.7,Meets Standards,Meets Standards,15.4,12.4,Meets Standards,Does Not Meet Standards,3.2,Meets Standards,15.2,Meets Standards,17.1,15.4,Meets Standards,Meets Standards,12.9,33.3,Does Not Meet Standards,5.7,Meets Standards,13.4,Does Not Meet Standards,Meets Standards,12.5,NR,Does Not Meet Standards,0,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,6.6,7.8,Not Rated,NR,Not Rated,--,8.3,36.4,Does Not Meet Standards,4.2,Does Not Meet Standards,Not Rated,0,0,Yes
048199,ESC of Lake Erie West,143529,North Dayton School Of Science & Discovery,(937) 2786671,"3901 Turner Rd, Dayton, OH 45415",43844,Dayton City,Montgomery,FY03,K-8,Startup,Site,General Education,0.940566892,1,0.141862625,--,0.912767431,D,C,NR,F,C,NR,NR,NR,F,NR,C,C,NR,B,B,NR,NR,NR,F,NR,C,B,NR,C,C,NR,NR,NR,F,NR,F,F,NR,NR,F,NR,NR,F,C,NR,C,C,NR,B,NR,C,C,NR,39.8152904,-84.2518329,No
048199,ESC of Lake Erie West,000302,Summit Academy Community School-Parma,(440) 8885407,"5868 Stumph Rd, Parma, OH 44130",44636,Parma City,Cuyahoga,,K-12,Startup,Site,General Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4034511,-81.7695465,No
123521,Mid-Ohio ESC,149047,Goal Digital Academy,(419) 7754809 ext 0,"890 W 4th St Ste 400, Mansfield, OH 44906",44297,Mansfield City,Morrow,FY03,K-12,Startup,Virtual,Dropout Prevention and Recovery,0.284859668,0.737618649,0.232335747,0.033135718,0.965186556,Meets Standards,34.1,Exceeds Standards,41.5,Exceeds Standards,45,Exceeds Standards,Meets Standards,38,40.8,Meets Standards,Meets Standards,32.8,Exceeds Standards,43.8,Exceeds Standards,42.8,38,Meets Standards,Meets Standards,38.1,45.9,Exceeds Standards,42,Meets Standards,39.9,Meets Standards,Meets Standards,30.9,25,Meets Standards,7.7,Meets Standards,Does Not Meet Standards,Meets Standards,53,33.1,32.1,Meets Standards,22.5,Meets Standards,24.8,28.6,51.8,Meets Standards,28.8,Meets Standards,Meets Standards,40.7670087,-82.544454,No
048199,ESC of Lake Erie West,000303,Summit Academy Secondary - Youngstown,(234) 2288235,"2800 Shady Run Rd, Youngstown, OH 44502",45161,Youngstown City,Mahoning,,8-12,Startup,Site,General Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0712115,-80.6346272,No
000862,Buckeye Community Hope Foundation,012671,Constellation Schools: Eastside Arts Academy,(216) 4419830,"6700 Lansing Ave, Cleveland, OH 44105",43786,Cleveland Municipal,Cuyahoga,FY12,K-6,Startup,Site,General Education,0.772782814,0.998937242,0.258143356,--,0.901569199,F,F,NR,C,C,NR,NR,NR,F,NR,F,F,NR,NR,C,NR,NR,NR,F,NR,C,D,NR,C,C,F,NR,NR,F,NR,F,B,NR,NR,C,NR,NR,D,C,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.4522422,-81.6425933,No
