School,SchoolOrHome,Type,Latitude,Longitude
Bay High School,School,Public,41.48693,-81.943396
River Valley Middle School ,School,Public,38.9180103,-82.2824671
Clough Pike Elementary School,School,Public,39.0912624,-84.2936909
Crestview Elementary School,School,Public,41.26819,-81.787026
Dan Emmett Elementary School,School,Public,40.4078583,-82.4863591
Edgewood Middle School,School,Public,40.8321678,-81.9332319
Elmwood Elementary School,School,Public,41.41795,-81.6055916
Fairview High School,School,Public,41.4423345,-81.8556896
Hubbard Mastery School ,School,Public,39.9787782,-83.0072236
Seneca East Elementary,School,Public,41.0788637,-82.9154244
Columbia High School,School,Public,41.311195,-81.923732
Edon High School,School,Public,41.558151,-84.781086
Beaver Local High School,School,Public,40.7106482,-80.6303345
Colerain Middle School,School,Public,39.2388974,-84.6138387
Midview West Elementary School,School,Public,41.2987569,-82.0562398
Evening Street Elementary School,School,Public,40.0915831,-83.022711
West Elementary,School,Public,39.2722774,-82.6093438
Newton Falls Elementary School,School,Public,41.1775205,-80.9569514
Celina Middle School,School,Public,40.5561408,-84.5615102
Central Academy Nongraded Elementary School,School,Public,39.5160562,-84.3477272
Charles Dickens School,School,Public,41.4563438,-81.5917462
Amanda-Clearcreek Primary School,School,Public,39.6516548,-82.7385053
East Elementary School,School,Public,40.3916252,-82.4724411
Eastern Heights Middle School,School,Public,41.3632692,-82.0901606
Avery Elementary School,School,Public,40.0418337,-83.1551009
Beachwood High School,School,Public,41.4832969,-81.5011991
Binns Elementary School,School,Public,39.9324582,-83.0796735
Tuscarawas Valley Intermediate,School,Public,40.6546036,-81.4502175
Malabar Intermediate School,School,Public,40.7304088,-82.5197144
Southwestern Elementary School,School,Public,38.8242807,-82.4017564
Cassingham Elementary School,School,Public,39.9647438,-82.9301311
Deer Park  Jr/Sr High School,School,Public,39.210576,-84.3994274
Finland Elementary School,School,Public,39.9197497,-83.0409222
Fostoria Junior/Senior High School,School,Public,41.169419,-83.4324676
Timmons Elementary School,School,Public,41.394432,-81.301112
Budd Elementary School,School,Public,40.6351216,-82.2314614
Fairfield Local Elementary School,School,Public,39.3288078,-83.5466597
Alton Hall Elementary School,School,Public,39.9292746,-83.1768748
Bataan Memorial Primary School,School,Public,41.506259,-82.9508075
Bethel High School,School,Public,39.9190184,-84.0862684
Brecksville-Broadview Heights High School,School,Public,41.3272432,-81.6444337
Burroughs Elementary School,School,Public,41.6314088,-83.6019967
Cardinal High School,School,Public,41.4658302,-81.0677218
Clermont Northeastern High School,School,Public,39.1305534,-84.1063538
Covington Elementary School,School,Public,40.1191699,-84.342006
Duxberry Park Alternative Elementary School,School,Public,40.0089486,-82.9612036
St. Marys East Primary School,School,Public,40.551791,-84.381148
Eaton High School,School,Public,39.7331336,-84.6486044
Elm Avenue Elementary School,School,Public,39.220632,-84.470357
Englewood Elementary School,School,Public,39.8717008,-84.3003762
Euclid Park Elementary School,School,Public,41.5534043,-81.5529824
Franklin Monroe High School,School,Public,39.981471,-84.48178
Asbury Elementary School,School,Public,39.901705,-82.865156
Gorsuch West Elementary School,School,Public,39.7105193,-82.6270894
Defiance High School,School,Public,41.2640775,-84.3596269
Ontario Primary School,School,Public,41.873992,-80.8161238
Crouse Community Learning Center,School,Public,41.0768277,-81.5529152
Upper Scioto Valley Middle School,School,Public,40.691297,-83.7880098
Antwerp Local High School,School,Public,41.1782454,-84.729434
Bath Elementary School,School,Public,41.169929,-81.63836
Butler Middle School,School,Public,39.9953422,-84.5488362
C H Campbell Elementary School,School,Public,41.0344347,-80.7734853
Eastmont Elementary School,School,Public,39.7373992,-84.1124232
Fernway Elementary School,School,Public,41.4709562,-81.5573288
Adrian Elementary School,School,Public,41.531023,-81.526137
Lakeside High School,School,Public,41.84373,-80.819577
Ballard Brady Middle School,School,Public,41.456301,-81.450813
Buckeye Central High School,School,Public,40.951189,-82.846877
Liberty Elementary School,School,Public,40.626421,-82.965134
Edison Elementary School,School,Public,39.7580925,-84.2141001
Franklin High School,School,Public,39.5537677,-84.2872926
Anderson High School,School,Public,39.06943,-84.3474924
Warren Middle School,School,Public,39.3989962,-81.6649008
Miami Trace Middle School,School,Public,39.5953588,-83.5126719
Alfred Benesch,School,Public,41.4937331,-81.6524248
Claymont High School,School,Public,40.4139038,-81.3648614
Dueber Elementary School,School,Public,40.7942091,-81.3945399
Edison Elementary School,School,Public,41.61911,-81.435494
Crestview Middle School,School,Public,40.8453988,-80.6687759
Baker Elementary School,School,Public,41.223431,-80.67173
Gearity Professional Development School,School,Public,41.4956469,-81.5259566
Jonathan Alder Junior High,School,Public,40.0677225,-83.291814
Dater Montessori School,School,Public,39.1347767,-84.6029649
Columbus Grove Elementary School,School,Public,40.9216636,-84.0560854
Coolville Elementary School,School,Public,39.2221193,-81.794868
Chesapeake Middle School,School,Public,38.4228513,-82.4823916
Elmhurst Elementary School,School,Public,41.6999191,-83.6140146
Fairview Elementary School,School,Public,39.7903856,-84.2293131
Boulevard Elementary School,School,Public,41.481176,-81.57777
Buckeye Middle School,School,Public,39.9027214,-82.9849737
Camden Primary School,School,Public,39.6315777,-84.6491385
Cridersville Elementary School,School,Public,40.6491322,-84.1498204
Massillon Junior High School,School,Public,40.7876237,-81.5627616
Brookside Intermediate School,School,Public,41.467061,-82.096422
Berry Intermediate School,School,Public,39.4388077,-84.2096818
Brown Middle School,School,Public,41.157705,-81.2638602
Mason Middle School,School,Public,39.3459311,-84.3085088
Dorr Street Elementary School,School,Public,41.6527643,-83.7239399
Fassett Junior High  School,School,Public,41.6451546,-83.4751908
Forest Elementary School,School,Public,40.035914,-84.1998394
Amesville Elementary School,School,Public,39.4004436,-81.955612
Belle Haven Elementary School,School,Public,39.7991706,-84.2628764
C O Harrison Elementary School,School,Public,39.103303,-84.6388088
Starling PK-8,School,Public,39.9545978,-83.038571
Dixie High School,School,Public,39.7418726,-84.4026789
Urbana Elementary School,School,Public,40.086505,-83.7563861
SPRINGFIELD SCHOOL OF INNOVATION,School,Public,39.9133984,-83.8001874
Fairwood Alternative Elementary School,School,Public,39.9521334,-82.9529284
Fremont Middle School,School,Public,41.3617168,-83.1260384
Beavercreek High School,School,Public,39.7217118,-84.0332145
Bloom Carroll Intermediate School,School,Public,39.8026766,-82.8096538
College Corner Union Elementary School,School,Public,39.5716199,-84.8156601
East Clark,School,Public,41.555614,-81.5799499
Arts Impact Middle School (Aims) ,School,Public,39.9739148,-82.9863754
Fishcreek Elementary School,School,Public,41.1879247,-81.4273404
Alliance High School,School,Public,40.9111438,-81.1115052
Avon East Elementary School,School,Public,41.4459331,-81.9902103
Brookfield High School,School,Public,41.2257896,-80.5614223
Chesapeake High School,School,Public,38.4227854,-82.4851491
Chippewa Elementary School,School,Public,41.3270981,-81.6051334
Springboro High School,School,Public,39.5315519,-84.2450019
Demmitt Elementary School,School,Public,39.891988,-84.1768952
Fairlawn Elementary School,School,Public,40.2664553,-84.0769745
Bellevue High School,School,Public,41.2816479,-82.8433632
Bolton,School,Public,41.494656,-81.619056
Bristol Elementary School,School,Public,41.3868144,-80.8667655
Bryan Middle School/High School,School,Public,41.4575654,-84.5674214
Bluffton Elementary School,School,Public,40.8945821,-83.8929345
Chapelfield Elementary School,School,Public,40.0267781,-82.8868576
Cloverleaf High School,School,Public,41.0406586,-81.9639696
Bloom Carroll Primary School,School,Public,39.7962256,-82.7003153
Newton Falls Middle School,School,Public,41.1775205,-80.9569514
Chagrin Falls High School,School,Public,41.4292662,-81.3796157
Edgewood Elementary School,School,Public,40.2350248,-83.3820273
Fairbanks High School,School,Public,40.1615231,-83.3917154
Fairborn Primary School,School,Public,39.7913121,-84.0261611
Columbus Scioto 6-12,School,Public,39.901558,-82.997692
Seneca East High School,School,Public,41.0788637,-82.9154244
Avondale Elementary School,School,Public,40.8314881,-81.4195058
Batavia Elementary School,School,Public,39.0754517,-84.1249494
Bethel-Tate Middle School,School,Public,38.9644509,-84.094176
Brecksville-Broadview Heights Middle School,School,Public,41.3293738,-81.642606
Brunswick High School,School,Public,41.2420617,-81.816942
Burton Elementary School,School,Public,41.4686856,-81.1488206
Cardington-Lincoln High School,School,Public,40.4947631,-82.8820637
Cleveland Elementary School,School,Public,39.7451501,-84.1502297
Columbia Middle School,School,Public,41.3160515,-81.9271743
Covington High School,School,Public,40.1191699,-84.342006
E A Powell Elementary School,School,Public,41.1873937,-83.6780372
Martins Ferry Middle School,School,Public,40.1107802,-80.7270172
Fairmount Early Childhood Center,School,Public,41.4873091,-81.5029761
Felicity-Franklin Local  Elementary School,School,Public,38.8354209,-84.098302
Firestone Park Elementary School,School,Public,41.0426554,-81.5156935
Buckeye West Elementary School,School,Public,40.2209666,-80.8707436
Ashland High School,School,Public,40.8545356,-82.3253498
Arlington Elementary School,School,Public,41.6263357,-83.5861911
Beacon Elementary School,School,Public,40.0259414,-83.1332359
Wellston Intermediate School,School,Public,39.1364571,-82.5359548
Eastern High School,School,Public,38.9550697,-83.7382787
Genoa Elementary,School,Public,41.5654008,-83.3585376
Apple Creek Elementary School,School,Public,40.7509726,-81.8385808
Champion Central Elementary School,School,Public,41.3166163,-80.8492621
Indian Hill Elementary School,School,Public,39.1767745,-84.3446092
Prospect Elementary School,School,Public,41.15837,-80.687712
Elda Elementary School,School,Public,39.3196203,-84.6403375
Erieview Elementary School,School,Public,41.5113074,-82.0121874
Bath Elementary School,School,Public,40.7744989,-84.0595041
Bellaire High School,School,Public,40.0175061,-80.7421419
Betty Jane Community Learning Center,School,Public,41.0759598,-81.4429864
Butler High School,School,Public,39.8845888,-84.1973884
Carlisle High School,School,Public,39.5880183,-84.3224733
Continental Local Elementary School,School,Public,41.1068795,-84.2640003
David Smith Elementary School,School,Public,40.3101871,-83.0726292
Fairfield High School,School,Public,39.336669,-84.5180408
Fredericksburg Elementary School,School,Public,40.6756208,-81.8714539
Ashville Elementary School,School,Public,39.7154993,-82.9477448
Bedford High School,School,Public,41.403548,-81.526911
East Knox Junior/Senior High School,School,Public,40.4093109,-82.3294077
Edison High School,School,Public,41.3009226,-82.5738477
Euclid High School,School,Public,41.5965807,-81.5255389
Allen Elementary School,School,Public,40.7844379,-81.36426
Arcanum Elementary School,School,Public,39.9953422,-84.5488362
Bradford Elementary School,School,Public,40.141276,-84.4327746
Brookville High School,School,Public,39.8282423,-84.420385
W. S. Stinson Elementary School,School,Public,40.9006245,-81.6063055
Coshocton High School,School,Public,40.2582311,-81.8456308
Delhi Middle School,School,Public,39.1046098,-84.6151242
Dunbar Elementary School,School,Public,41.0802721,-81.4055427
East Community Learning Center,School,Public,41.0640144,-81.467892
Eastview Elementary School,School,Public,40.7931667,-82.4580916
Miami East Elementary,School,Public,40.087454,-84.114266
Coventry Middle School,School,Public,41.0098703,-81.5484669
Fairfield Freshman High School,School,Public,39.338145,-84.5183232
Sandusky Middle School,School,Public,41.4541264,-82.7098014
Boulevard Elementary School,School,Public,41.5122714,-81.566241
Copley High School,School,Public,41.112801,-81.649346
Primary Elementary School,School,Public,40.7396309,-82.8006758
Dike School of Arts,School,Public,41.4907618,-81.6470444
Celina Primary School,School,Public,40.5528667,-84.5662553
Buckeye Valley Local High School,School,Public,40.348691,-83.091603
Clarendon Elementary School,School,Public,40.8034835,-81.4030419
Colerain Elementary School,School,Public,40.0541933,-83.0068526
Anna Elementary School,School,Public,40.401433,-84.1754437
Berwick Alternative K-8 School,School,Public,39.9390507,-82.9243562
Caledonia Elementary School,School,Public,41.5352207,-81.5619564
Canterbury Elementary School,School,Public,41.4915602,-81.5504726
Central Elementary School,School,Public,40.4935684,-81.44631
Forest Hill Community Learning Center,School,Public,41.0990156,-81.4944493
Franklin Heights High School,School,Public,39.9326276,-83.0918838
Arrowhead Primary Elementary School,School,Public,41.091079,-81.63909
